N,P,K,temperature,humidity,ph,rainfall,label
74.9816047538945,58.767857660247905,42.31993941811405,24.190609389379254,80.78009320221219,6.155994520336202,205.80836121681995,rice
94.6470458309974,50.02787529358022,42.08072577796045,20.144091460070616,84.84954926080997,6.832442640800422,221.23391106782762,rice
67.27299868828402,39.585112746335845,38.042422429595376,23.673295021425666,82.15972509321058,6.291229140198042,261.18528947223797,rice
65.57975442608168,42.30361621338045,38.663618432936914,23.19248988951925,83.92587980696507,6.19967378215836,251.42344384136118,rice
83.6965827544817,36.16126031799995,41.07544851901439,21.19366886581104,80.3252579649264,6.948885537253333,296.5632033074559,rice
92.33589392465845,42.61534422933427,35.97672114006384,24.789631185585097,82.200762468698,6.122038234844779,249.51769101112703,rice
61.375540844608736,57.73301005196955,37.58779981600017,24.637655990477874,81.55855538044706,6.520068021177811,254.67102793432798,rice
67.39417822102108,59.239615694113965,42.75132823361115,26.576492590949325,84.47413675213825,6.5978999788110855,292.1874235023117,rice
63.53970008207678,39.89957156047863,35.45227288910538,22.27731231534285,81.94338644844741,6.271349031773896,282.87375091519294,rice
74.27013306774357,42.02336274218452,40.426960831582484,20.98646957482334,84.0109849037702,6.074550643679771,298.68869366005174,rice
90.8897907718663,39.96789203835431,35.05522117123603,25.70822999918384,83.53428671923808,6.7290071680409875,277.12703466859455,rice
62.96178606936361,43.96164321360681,36.1586905952513,26.041723981129156,83.11649063413779,6.330898024852649,206.35583502860237,rice
72.4392928686265,43.12958305066868,42.29606178338064,24.462902299486494,84.43606371288163,6.472214925161949,211.95942459383016,rice
88.5297914889198,54.019626215422434,40.61277197569496,25.396770259681926,82.46897798182195,6.522732829381994,242.75410183585495,rice
61.01676506976381,37.697285674832614,35.31429185686734,24.454872878846462,81.57177990538163,6.508570691164703,290.7566473926093,rice
69.971689165955,45.25957307589074,42.555511385430485,21.601587158441358,80.38489954914397,6.289751452913768,216.12212872540044,rice
97.18790609370292,55.20300948911043,41.33403756510423,26.10022413131402,84.01836038449557,6.186570058886036,289.2558998489978,rice
81.57368967662603,55.18600387910156,43.960912999234935,22.22602432480305,80.55025962263838,6.227935162541941,242.71077886262563,rice
92.72059063689971,56.51826458140859,35.06952130531191,23.57523111804296,82.0870550157439,6.22210781047073,211.98653673336827,rice
73.50460685614512,58.572742597812976,38.23202932020755,23.631534352203563,83.51509479447589,6.363629602379294,297.1782082720961,rice
98.49789179768445,41.2945573956341,39.97248505892385,22.10614816871739,81.42420247188734,6.036886947354533,260.9564333979897,rice
80.10716092915446,36.28696878124973,37.78646464236611,26.357861201766575,81.19780945333486,6.144894872091223,248.9452760277563,rice
99.42601816442402,41.05138178778751,41.72135547405878,25.331337307301023,81.188187719962,6.728216348611859,236.77831327192533,rice
85.29223322374318,50.838242769022365,40.35774684074759,20.632028390380857,84.17651247794619,6.320780064971736,218.65185103998542,rice
61.63100566219056,49.77232357970605,41.775643618422826,20.116114802494995,82.5604652914964,6.226495775197938,264.51727904094497,rice
66.97465716019965,52.27344345256165,38.86735346300537,26.557109921157142,80.68760472072996,6.341066351050259,211.34735212405892,rice
96.98774473114251,56.93348383452452,37.57941627715156,24.619888322239255,84.08611100100607,6.555200811599462,252.96505783560065,rice
69.67409163601806,37.32756919514748,43.97215757953327,26.302926400143313,83.16550728636633,6.3390297910487,234.92095746126608,rice
89.03822715480958,57.42775649881443,43.87086424265117,25.459128821003368,83.21015823077144,6.084139964995049,216.1628714094614,rice
